iteration,a,b,loss
0,0.0,0.0,0.25275659363175745
1,0.0,0.0,0.25275659363175745
2,0.0,0.0,0.25275659363175745
3,0.0,0.0,0.25275659363175745
4,0.0,0.0,0.25275659363175745
5,0.0,0.0,0.25275659363175745
6,0.0,0.0,0.25275659363175745
7,0.0,0.0,0.25275659363175745
8,0.0,0.0,0.25275659363175745
9,0.0,0.0,0.25275659363175745
10,0.0,0.0,0.25275659363175745
11,0.0,0.0,0.25275659363175745
12,0.0,0.0,0.25275659363175745
13,0.0,0.0,0.25275659363175745
14,0.0,0.0,0.25275659363175745
15,0.0,0.0,0.25275659363175745
16,0.0,0.0,0.25275659363175745
17,0.0,0.0,0.25275659363175745
18,0.0,0.0,0.25275659363175745
19,0.0,0.0,0.25275659363175745
20,0.0,0.0,0.25275659363175745
21,0.0,0.0,0.25275659363175745
22,0.0,0.0,0.25275659363175745
23,0.0,0.0,0.25275659363175745
24,0.0,0.0,0.25275659363175745
25,0.0,0.0,0.25275659363175745
26,0.0,0.0,0.25275659363175745
27,0.0,0.0,0.25275659363175745
28,0.0,0.0,0.25275659363175745
29,0.0011595646483267474,0.1401582766611812,0.25037905777497527
30,0.0011595646483267474,0.1401582766611812,0.25037905777497527
31,0.0011595646483267474,0.1401582766611812,0.25037905777497527
32,0.0011595646483267474,0.1401582766611812,0.25037905777497527
33,0.0008210372771977678,0.11127689773424998,0.21283155411573004
34,0.0009298932454735301,0.115255882380612,0.21030728428633888
35,0.0009298932454735301,0.115255882380612,0.21030728428633888
36,0.0009298932454735301,0.115255882380612,0.21030728428633888
37,0.0009298932454735301,0.115255882380612,0.21030728428633888
38,0.0009298932454735301,0.115255882380612,0.21030728428633888
39,0.0009298932454735301,0.115255882380612,0.21030728428633888
40,0.0009298932454735301,0.115255882380612,0.21030728428633888
41,0.0009298932454735301,0.115255882380612,0.21030728428633888
42,0.0008476543297534001,0.1127716632083666,0.2069765000452871
43,0.0009174556769715912,0.11312180847984286,0.20401814463308546
44,0.0009174556769715912,0.11312180847984286,0.20401814463308546
45,0.0009174556769715912,0.11312180847984286,0.20401814463308546
46,0.0009174556769715912,0.11312180847984286,0.20401814463308546
47,0.0009174556769715912,0.11312180847984286,0.20401814463308546
48,0.0009174556769715912,0.11312180847984286,0.20401814463308546
49,0.0009174556769715912,0.11312180847984286,0.20401814463308546
50,0.0009174556769715912,0.11312180847984286,0.20401814463308546
51,0.0009174556769715912,0.11312180847984286,0.20401814463308546
52,0.0009174556769715912,0.11312180847984286,0.20401814463308546
53,0.0009174556769715912,0.11312180847984286,0.20401814463308546
54,0.0009173983304559078,0.11319656894809932,0.2040053096309274
55,0.0009173983304559078,0.11319656894809932,0.2040053096309274
56,0.0009174339774493115,0.11319357138836655,0.2040042429055658
57,0.0009174339774493115,0.11319357138836655,0.2040042429055658
58,0.0009174339774493115,0.11319357138836655,0.2040042429055658
59,0.0009174339774493115,0.11319357138836655,0.2040042429055658
60,0.0009174339774493115,0.11319357138836655,0.2040042429055658
61,0.0009174317890422465,0.1132158843424432,0.2040030579485115
62,0.0009174317890422465,0.1132158843424432,0.2040030579485115
63,0.0009174317890422465,0.1132158843424432,0.2040030579485115
64,0.0009174317890422465,0.1132158843424432,0.2040030579485115
65,0.0009174317890422465,0.1132158843424432,0.2040030579485115
66,0.0009174317890422465,0.1132158843424432,0.2040030579485115
67,0.0009174317890422465,0.1132158843424432,0.2040030579485115
68,0.0009174317890422465,0.1132158843424432,0.2040030579485115
69,0.0009174312008368705,0.11321701341957428,0.20400305756547155
70,0.0009174314956954634,0.11321822204093629,0.20400302716647764
71,0.0009174314956954634,0.11321822204093629,0.20400302716647764
72,0.0009174316482498935,0.11322203234579008,0.20400299049575682
73,0.0009174316482498935,0.11322203234579008,0.20400299049575682
74,0.0009174316482498935,0.11322203234579008,0.20400299049575682
75,0.0009174316482498935,0.11322203234579008,0.20400299049575682
76,0.0009174316482498935,0.11322203234579008,0.20400299049575682
77,0.0009174316482498935,0.11322203234579008,0.20400299049575682
78,0.0009174316482498935,0.11322203234579008,0.20400299049575682
79,0.001098403580874681,0.11322056504083453,0.19781197042535126
80,0.002586813944966752,0.11322058339307851,0.18413409605958586
